DATE,Time (hour),Soil Temp (?C),Soil Humid (%),Air Temp (?C),Air Humid (%),Light (Lux),pH,N (mg/kg),P (mg/kg),K (mg/kg)
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.7,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.7,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.7,94.6,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.7,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.6,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.7,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,94.9,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,94.9,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.9,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,94.9,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,94.9,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,21,22.75,69,24.5,94.8,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,95.1,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,95.1,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,94.9,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.6,95.1,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,21,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.5,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.6,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.6,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,71,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,69,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.1,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,69,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.2,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.2,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.5,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.3,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.5,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.5,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.6,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.6,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.5,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.5,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.5,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.6,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.5,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.4,95.5,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.4,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.6,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.5,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.6,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.2,95.7,0,6.5,57,6,17
12/1/2024,22,22.75,69,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.6,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.6,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.2,95.6,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.7,0,6.5,57,6,17
12/1/2024,22,22.75,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.6,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.9,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.9,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,96,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.9,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.2,95.9,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.9,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.8,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.3,95.7,0,6.5,57,6,17
12/1/2024,22,22.69,70,24.4,95.9,0,6.5,57,6,17
12/1/2024,23,22.69,70,24.3,95.9,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,95.9,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,95.9,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,95.8,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,95.8,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,95.9,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,69,24.3,95.9,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,95.9,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,95.9,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,69,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.3,96,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.1,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.69,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,69,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.2,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.5,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.5,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,69,24.1,96.3,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.1,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24,96.4,0,6.4,57,6,17
12/1/2024,23,22.62,70,24.2,96.4,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.5,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.5,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.62,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.5,0,6.4,57,6,17
13/1/2024,0,22.62,69,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24.1,96.3,0,6.4,57,6,17
13/1/2024,0,22.62,70,24.1,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24.1,96.4,0,6.4,57,6,17
13/1/2024,0,22.62,70,24,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,69,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24.1,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,69,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24.1,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24.1,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.4,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.5,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,69,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,69,23.9,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.5,69,23.9,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,69,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.6,0,6.4,57,6,17
13/1/2024,0,22.56,70,23.9,96.7,0,6.4,57,6,17
13/1/2024,0,22.56,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.5,70,24,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.6,0,6.4,57,6,17
13/1/2024,0,22.5,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.5,69,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,24,96.6,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,24,96.7,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.9,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.9,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.9,0,6.4,57,6,17
13/1/2024,0,22.5,69,23.9,96.9,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.8,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.9,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.8,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.8,0,6.4,57,6,17
13/1/2024,0,22.5,70,23.9,96.8,0,6.4,57,6,17
