DATE,Time (hour),Soil Temp (?C),Soil Humid (%),Air Temp (?C),Air Humid (%),Light (Lux),pH,N (mg/kg),P (mg/kg),K (mg/kg)
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.5,93.9,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.5,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.5,93.9,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,93.9,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,93.9,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.5,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.5,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.5,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,93.9,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,93.9,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.3,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.1,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.2,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.3,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.4,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.4,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,68,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.2,94.2,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.3,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.2,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.3,94.4,0,6.6,53,5,18
11/1/2024,23,22.69,69,24.2,94.3,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.3,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.4,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.3,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.1,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.5,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.1,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.1,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.8,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.2,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.2,94.6,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.1,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,68,24.1,94.7,0,6.6,53,5,18
12/1/2024,0,22.62,68,24.1,94.7,0,6.6,53,5,18
12/1/2024,0,22.69,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.69,69,24.2,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.69,68,24.2,94.6,0,6.6,54,5,18
12/1/2024,0,22.69,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.2,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.69,68,24,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.2,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.1,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,68,24.2,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24,94.8,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.6,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.5,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.5,54,5,18
12/1/2024,0,22.62,69,24,94.8,0,6.5,54,5,18
12/1/2024,0,22.62,69,24,94.8,0,6.5,54,5,18
12/1/2024,0,22.62,68,24.1,94.9,0,6.5,54,5,18
12/1/2024,0,22.62,68,24,94.8,0,6.5,54,5,18
12/1/2024,0,22.62,69,24.1,94.8,0,6.5,54,5,18
12/1/2024,0,22.62,68,24.1,94.9,0,6.5,54,5,18
12/1/2024,0,22.62,68,24,94.9,0,6.5,54,5,18
12/1/2024,0,22.62,69,24.1,94.9,0,6.5,54,5,18
12/1/2024,0,22.62,69,24.1,94.9,0,6.5,54,5,18
12/1/2024,0,22.62,68,24.1,94.8,0,6.5,54,5,18
12/1/2024,0,22.62,69,24.1,94.7,0,6.5,54,5,18
12/1/2024,0,22.62,68,24,94.8,0,6.5,54,5,18
12/1/2024,0,22.62,69,24.1,94.9,0,6.5,54,5,18
12/1/2024,0,22.62,68,24.1,94.9,0,6.5,54,5,18
12/1/2024,0,22.62,69,24.1,94.9,0,6.5,54,5,18
